Dimension,SampleCount,ConvexHullHV,Log10ConvexHullHV,RelativeToInitialHull,FacetCount,ElapsedSeconds,Status
2,169,0.935508907948966,-0.0289520727768391,46.4565021527172,14,0.0008007,ok
2,170,0.935508907948966,-0.0289520727768391,46.4565021527172,14,0.0009061,ok
2,171,0.935508907948966,-0.0289520727768391,46.4565021527172,14,0.0008946,ok
2,172,0.935508907948966,-0.0289520727768391,46.4565021527172,14,0.0010056,ok
2,173,0.935508907948966,-0.0289520727768391,46.4565021527172,14,0.000664,ok
2,174,0.935508907948966,-0.0289520727768391,46.4565021527172,14,0.0006843,ok
2,175,0.935508907948966,-0.0289520727768391,46.4565021527172,14,0.0009252,ok
2,176,0.935508907948966,-0.0289520727768391,46.4565021527172,14,0.0009972,ok
2,177,0.935508907948966,-0.0289520727768391,46.4565021527172,14,0.000941,ok
2,178,0.935508907948966,-0.0289520727768391,46.4565021527172,14,0.0009436,ok
2,179,0.935508907948966,-0.0289520727768391,46.4565021527172,14,0.0010886,ok
2,180,0.935508907948966,-0.0289520727768391,46.4565021527172,14,0.0008973,ok
2,181,0.935508907948966,-0.0289520727768391,46.4565021527172,14,0.000972,ok
2,182,0.935508907948966,-0.0289520727768391,46.4565021527172,14,0.0008716,ok
2,183,0.935508907948966,-0.0289520727768391,46.4565021527172,14,0.0005179,ok
2,184,0.935508907948966,-0.0289520727768391,46.4565021527172,14,0.0008409,ok
2,185,0.935508907948966,-0.0289520727768391,46.4565021527172,14,0.0008583,ok
2,186,0.935508907948966,-0.0289520727768391,46.4565021527172,14,0.0005277,ok
2,187,0.935508907948966,-0.0289520727768391,46.4565021527172,14,0.000822,ok
2,188,0.935508907948966,-0.0289520727768391,46.4565021527172,14,0.0010082,ok
2,189,0.935508907948966,-0.0289520727768391,46.4565021527172,14,0.0009359,ok
2,190,0.935508907948966,-0.0289520727768391,46.4565021527172,14,0.0009601,ok
2,191,0.935508907948966,-0.0289520727768391,46.4565021527172,14,0.0008725,ok
2,192,0.935508907948966,-0.0289520727768391,46.4565021527172,14,0.0008751,ok
2,193,0.935508907948966,-0.0289520727768391,46.4565021527172,14,0.0006345,ok
2,194,0.935508907948966,-0.0289520727768391,46.4565021527172,14,0.000779,ok
2,195,0.935508907948966,-0.0289520727768391,46.4565021527172,14,0.0009091,ok
