Case,SequentialIteration,EvaluationCount,FixedReferenceHypervolume,FractionOfRunFinalHypervolume,FeasibleCount,ReferenceF1,ReferenceF2
WELDEDBEAM,104,124,45.56988639827,0.999903588854821,81,367.30045,0.127380278502743
WELDEDBEAM,105,125,45.5736852217895,0.999986943402546,82,367.30045,0.127380278502743
WELDEDBEAM,106,126,45.5736852217895,0.999986943402546,82,367.30045,0.127380278502743
WELDEDBEAM,107,127,45.5736852217895,0.999986943402546,83,367.30045,0.127380278502743
WELDEDBEAM,108,128,45.5736852217895,0.999986943402546,84,367.30045,0.127380278502743
WELDEDBEAM,109,129,45.5736852217895,0.999986943402546,85,367.30045,0.127380278502743
WELDEDBEAM,110,130,45.5736852217895,0.999986943402546,86,367.30045,0.127380278502743
WELDEDBEAM,111,131,45.5736852217895,0.999986943402546,86,367.30045,0.127380278502743
WELDEDBEAM,112,132,45.5736852217895,0.999986943402546,86,367.30045,0.127380278502743
WELDEDBEAM,113,133,45.5736852217895,0.999986943402546,87,367.30045,0.127380278502743
WELDEDBEAM,114,134,45.5740328527494,0.999994571190802,88,367.30045,0.127380278502743
WELDEDBEAM,115,135,45.5740328527494,0.999994571190802,89,367.30045,0.127380278502743
WELDEDBEAM,116,136,45.5740328527494,0.999994571190802,90,367.30045,0.127380278502743
WELDEDBEAM,117,137,45.5740328527494,0.999994571190802,90,367.30045,0.127380278502743
WELDEDBEAM,118,138,45.5740328527494,0.999994571190802,91,367.30045,0.127380278502743
WELDEDBEAM,119,139,45.5740328527494,0.999994571190802,91,367.30045,0.127380278502743
WELDEDBEAM,120,140,45.5740328527494,0.999994571190802,91,367.30045,0.127380278502743
WELDEDBEAM,121,141,45.5740328527494,0.999994571190802,92,367.30045,0.127380278502743
WELDEDBEAM,122,142,45.574248813082,0.999999309835743,93,367.30045,0.127380278502743
WELDEDBEAM,123,143,45.574248813082,0.999999309835743,94,367.30045,0.127380278502743
WELDEDBEAM,124,144,45.574248813082,0.999999309835743,95,367.30045,0.127380278502743
WELDEDBEAM,125,145,45.574248813082,0.999999309835743,96,367.30045,0.127380278502743
WELDEDBEAM,126,146,45.574248813082,0.999999309835743,96,367.30045,0.127380278502743
WELDEDBEAM,127,147,45.574248813082,0.999999309835743,97,367.30045,0.127380278502743
WELDEDBEAM,128,148,45.574248813082,0.999999309835743,98,367.30045,0.127380278502743
WELDEDBEAM,129,149,45.574248813082,0.999999309835743,99,367.30045,0.127380278502743
WELDEDBEAM,130,150,45.5742802668212,1,100,367.30045,0.127380278502743
